[2024-03-11 11:10:57,247]16 root-INFO-Main code is starting
[2024-03-21 12:20:18,422]36 root-INFO-Ingestion data is completed
[2024-03-21 12:20:18,449]68 root-INFO-Read train and test data completed
[2024-03-21 12:20:18,449]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:20:18,449]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:20:18,449]51 root-INFO-Categorical columns encoding
[2024-03-21 12:22:47,100]24 root-INFO-Enter the data ingestion component
[2024-03-21 12:22:47,116]27 root-INFO-Read the dataset as dataframe
[2024-03-21 12:22:47,116]31 root-INFO-Train test split initiated
[2024-03-21 12:22:47,131]36 root-INFO-Ingestion data is completed
[2024-03-21 12:22:47,163]68 root-INFO-Read train and test data completed
[2024-03-21 12:22:47,163]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:22:47,163]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:22:47,163]51 root-INFO-Categorical columns encoding
[2024-03-21 12:23:54,967]24 root-INFO-Enter the data ingestion component
[2024-03-21 12:23:54,983]27 root-INFO-Read the dataset as dataframe
[2024-03-21 12:23:54,983]31 root-INFO-Train test split initiated
[2024-03-21 12:23:54,998]36 root-INFO-Ingestion data is completed
[2024-03-21 12:23:55,014]68 root-INFO-Read train and test data completed
[2024-03-21 12:23:55,014]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:23:55,014]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:23:55,014]51 root-INFO-Categorical columns encoding
[2024-03-21 12:24:10,616]24 root-INFO-Enter the data ingestion component
[2024-03-21 12:24:10,632]27 root-INFO-Read the dataset as dataframe
[2024-03-21 12:24:10,632]31 root-INFO-Train test split initiated
[2024-03-21 12:24:10,647]36 root-INFO-Ingestion data is completed
[2024-03-21 12:24:10,663]68 root-INFO-Read train and test data completed
[2024-03-21 12:24:10,663]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:24:10,663]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:24:10,663]51 root-INFO-Categorical columns encoding
[2024-03-21 12:24:10,679]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:29:24,106]24 root-INFO-Enter the data ingestion component
[2024-03-21 12:29:24,121]27 root-INFO-Read the dataset as dataframe
[2024-03-21 12:29:24,121]31 root-INFO-Train test split initiated
[2024-03-21 12:29:24,137]36 root-INFO-Ingestion data is completed
[2024-03-21 12:29:24,168]68 root-INFO-Read train and test data completed
[2024-03-21 12:29:24,168]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:29:24,168]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:29:24,168]51 root-INFO-Categorical columns encoding
[2024-03-21 12:29:24,168]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:29:43,647]24 root-INFO-Enter the data ingestion component
[2024-03-21 12:29:43,647]27 root-INFO-Read the dataset as dataframe
[2024-03-21 12:29:43,662]31 root-INFO-Train test split initiated
[2024-03-21 12:29:43,662]36 root-INFO-Ingestion data is completed
[2024-03-21 12:29:43,693]68 root-INFO-Read train and test data completed
[2024-03-21 12:29:43,693]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:29:43,693]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:29:43,693]51 root-INFO-Categorical columns encoding
[2024-03-21 12:29:43,693]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:39:39,644]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:39:39,660]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:39:39,660]32 root-INFO-Train test split initiated
[2024-03-21 12:39:39,676]37 root-INFO-Ingestion data is completed
[2024-03-21 12:39:39,707]68 root-INFO-Read train and test data completed
[2024-03-21 12:39:39,707]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:39:39,707]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:39:39,707]51 root-INFO-Categorical columns encoding
[2024-03-21 12:39:39,707]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:42:19,943]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:42:19,943]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:42:19,943]32 root-INFO-Train test split initiated
[2024-03-21 12:42:19,959]37 root-INFO-Ingestion data is completed
[2024-03-21 12:42:19,974]68 root-INFO-Read train and test data completed
[2024-03-21 12:42:19,974]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:42:19,974]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:42:19,974]51 root-INFO-Categorical columns encoding
[2024-03-21 12:42:19,990]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:43:47,171]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:43:47,171]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:43:47,171]32 root-INFO-Train test split initiated
[2024-03-21 12:43:47,202]37 root-INFO-Ingestion data is completed
[2024-03-21 12:43:47,218]68 root-INFO-Read train and test data completed
[2024-03-21 12:43:47,218]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:43:47,218]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:43:47,218]51 root-INFO-Categorical columns encoding
[2024-03-21 12:43:47,233]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:50:45,972]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:50:45,972]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:50:45,988]32 root-INFO-Train test split initiated
[2024-03-21 12:50:45,988]37 root-INFO-Ingestion data is completed
[2024-03-21 12:50:46,019]68 root-INFO-Read train and test data completed
[2024-03-21 12:50:46,019]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:50:46,019]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:50:46,019]51 root-INFO-Categorical columns encoding
[2024-03-21 12:50:46,019]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:52:21,622]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:52:21,622]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:52:21,622]32 root-INFO-Train test split initiated
[2024-03-21 12:52:21,638]37 root-INFO-Ingestion data is completed
[2024-03-21 12:52:21,669]68 root-INFO-Read train and test data completed
[2024-03-21 12:52:21,669]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:52:21,669]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:52:21,669]51 root-INFO-Categorical columns encoding
[2024-03-21 12:52:21,669]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 12:52:21,685]95 root-ERROR-Error occurred during data transformation: Cannot center sparse matrices: pass `with_mean=False` instead. See docstring for motivation and alternatives.
[2024-03-21 12:58:22,971]25 root-INFO-Enter the data ingestion component
[2024-03-21 12:58:22,971]28 root-INFO-Read the dataset as dataframe
[2024-03-21 12:58:22,987]32 root-INFO-Train test split initiated
[2024-03-21 12:58:22,987]37 root-INFO-Ingestion data is completed
[2024-03-21 12:58:23,018]68 root-INFO-Read train and test data completed
[2024-03-21 12:58:23,018]69 root-INFO-Obtaining preprocessing object
[2024-03-21 12:58:23,018]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 12:58:23,018]51 root-INFO-Categorical columns encoding
[2024-03-21 12:58:23,018]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 13:02:24,298]25 root-INFO-Enter the data ingestion component
[2024-03-21 13:02:24,298]28 root-INFO-Read the dataset as dataframe
[2024-03-21 13:02:24,298]32 root-INFO-Train test split initiated
[2024-03-21 13:02:24,314]37 root-INFO-Ingestion data is completed
[2024-03-21 13:02:24,345]68 root-INFO-Read train and test data completed
[2024-03-21 13:02:24,345]69 root-INFO-Obtaining preprocessing object
[2024-03-21 13:02:24,345]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 13:02:24,345]51 root-INFO-Categorical columns encoding
[2024-03-21 13:02:24,345]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 13:09:13,768]25 root-INFO-Enter the data ingestion component
[2024-03-21 13:09:13,784]28 root-INFO-Read the dataset as dataframe
[2024-03-21 13:09:13,784]32 root-INFO-Train test split initiated
[2024-03-21 13:09:13,799]37 root-INFO-Ingestion data is completed
[2024-03-21 13:09:13,815]68 root-INFO-Read train and test data completed
[2024-03-21 13:09:13,815]69 root-INFO-Obtaining preprocessing object
[2024-03-21 13:09:13,815]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 13:09:13,815]51 root-INFO-Categorical columns encoding
[2024-03-21 13:09:13,831]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-21 13:09:51,430]25 root-INFO-Enter the data ingestion component
[2024-03-21 13:09:51,430]28 root-INFO-Read the dataset as dataframe
[2024-03-21 13:09:51,446]32 root-INFO-Train test split initiated
[2024-03-21 13:09:51,462]37 root-INFO-Ingestion data is completed
[2024-03-21 13:09:51,477]68 root-INFO-Read train and test data completed
[2024-03-21 13:09:51,477]69 root-INFO-Obtaining preprocessing object
[2024-03-21 13:09:51,477]50 root-INFO-Numerical columns standard scaling completed
[2024-03-21 13:09:51,477]51 root-INFO-Categorical columns encoding
[2024-03-21 13:09:51,493]82 root-INFO-Applying preprocessing object on training dataframe and test dataframe
[2024-03-25 10:24:51,831]35 root-INFO-Entered the data ingestion method or component
[2024-03-25 10:24:51,866]38 root-INFO-Read the dataset as dataframe
[2024-03-25 10:24:51,876]44 root-INFO-Train test split initiated
[2024-03-25 10:24:51,905]51 root-INFO-Inmgestion of the data iss completed
[2024-03-25 10:24:51,926]87 root-INFO-Read train and test data completed
[2024-03-25 10:24:51,926]89 root-INFO-Obtaining preprocessing object
[2024-03-25 10:24:51,926]63 root-INFO-Categorical columns: ['gender', 'race_ethnicity', 'parental_level_of_education', 'lunch', 'test_preparation_course']
[2024-03-25 10:24:51,926]64 root-INFO-Numerical columns: ['writing_score', 'reading_score']
[2024-03-25 10:24:51,936]102 root-INFO-Applying preprocessing object on training dataframe and testing dataframe.
[2024-03-25 10:24:51,966]114 root-INFO-Saved preprocessing object.
[2024-03-25 10:24:51,975]32 root-INFO-Splitting training and test input data
[2024-03-25 10:24:55,516]63 root-INFO-Best found model on both training and testing dataset
[2024-03-25 10:46:38,957]35 root-INFO-Entered the data ingestion method or component
[2024-03-25 10:46:38,973]38 root-INFO-Read the dataset as dataframe
[2024-03-25 10:46:38,989]44 root-INFO-Train test split initiated
[2024-03-25 10:46:39,004]51 root-INFO-Inmgestion of the data iss completed
[2024-03-25 10:46:39,036]87 root-INFO-Read train and test data completed
[2024-03-25 10:46:39,036]89 root-INFO-Obtaining preprocessing object
[2024-03-25 10:46:39,036]63 root-INFO-Categorical columns: ['gender', 'race_ethnicity', 'parental_level_of_education', 'lunch', 'test_preparation_course']
[2024-03-25 10:46:39,036]64 root-INFO-Numerical columns: ['writing_score', 'reading_score']
[2024-03-25 10:46:39,036]102 root-INFO-Applying preprocessing object on training dataframe and testing dataframe.
[2024-03-25 10:46:39,067]114 root-INFO-Saved preprocessing object.
[2024-03-25 10:46:39,082]32 root-INFO-Splitting training and test input data
[2024-03-25 10:46:42,322]63 root-INFO-Best found model on both training and testing dataset
[2024-03-25 11:17:04,047]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.11:5000
[2024-03-25 11:17:04,047]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-25 11:25:12,783]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.11:5000
[2024-03-25 11:25:12,783]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-25 11:25:12,799]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 11:25:14,957]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 11:25:14,957]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-25 11:30:52,841]828 app-ERROR-Exception on / [GET]
Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\app.py", line 16, in index
    return render_template('index.html')
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 149, in render_template
    template = app.jinja_env.get_or_select_template(template_name_or_list)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1081, in get_or_select_template
    return self.get_template(template_name_or_list, parent, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1010, in get_template
    return self._load_template(name, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\loaders.py", line 125, in load
    source, filename, uptodate = self.get_source(environment, name)
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 65, in get_source
    return self._get_source_fast(environment, template)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 99, in _get_source_fast
    raise TemplateNotFound(template)
jinja2.exceptions.TemplateNotFound: index.html
[2024-03-25 11:30:52,846]96 werkzeug-INFO-192.168.10.11 - - [25/Mar/2024 11:30:52] "[35m[1mGET / HTTP/1.1[0m" 500 -
[2024-03-25 11:30:52,921]96 werkzeug-INFO-192.168.10.11 - - [25/Mar/2024 11:30:52] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2024-03-25 11:32:06,944]828 app-ERROR-Exception on / [GET]
Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\app.py", line 16, in index
    return render_template('index.html')
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 149, in render_template
    template = app.jinja_env.get_or_select_template(template_name_or_list)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1081, in get_or_select_template
    return self.get_template(template_name_or_list, parent, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1010, in get_template
    return self._load_template(name, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\loaders.py", line 125, in load
    source, filename, uptodate = self.get_source(environment, name)
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 65, in get_source
    return self._get_source_fast(environment, template)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 99, in _get_source_fast
    raise TemplateNotFound(template)
jinja2.exceptions.TemplateNotFound: index.html
[2024-03-25 11:32:06,948]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:32:06] "[35m[1mGET / HTTP/1.1[0m" 500 -
[2024-03-25 11:32:07,018]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:32:07] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2024-03-25 11:33:17,144]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.11:5000
[2024-03-25 11:33:17,144]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-25 11:33:17,144]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 11:33:19,567]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 11:33:19,591]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-25 11:33:41,437]828 app-ERROR-Exception on / [GET]
Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\app.py", line 16, in index
    return render_template('index.html')
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 149, in render_template
    template = app.jinja_env.get_or_select_template(template_name_or_list)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1081, in get_or_select_template
    return self.get_template(template_name_or_list, parent, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 1010, in get_template
    return self._load_template(name, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\environment.py", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\jinja2\loaders.py", line 125, in load
    source, filename, uptodate = self.get_source(environment, name)
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 65, in get_source
    return self._get_source_fast(environment, template)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\templating.py", line 99, in _get_source_fast
    raise TemplateNotFound(template)
jinja2.exceptions.TemplateNotFound: index.html
[2024-03-25 11:33:41,442]96 werkzeug-INFO-192.168.10.11 - - [25/Mar/2024 11:33:41] "[35m[1mGET / HTTP/1.1[0m" 500 -
[2024-03-25 11:45:12,166]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.11:5000
[2024-03-25 11:45:12,166]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-25 11:45:12,166]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 11:45:14,377]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 11:45:14,393]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-25 11:45:26,417]96 werkzeug-INFO-192.168.10.11 - - [25/Mar/2024 11:45:26] "GET / HTTP/1.1" 200 -
[2024-03-25 11:48:54,745]96 werkzeug-INFO-192.168.10.11 - - [25/Mar/2024 11:48:54] "GET / HTTP/1.1" 200 -
